,TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,qCaretaker,PlantDate,DBH,PlotSize,Latitude,Longitude,year,decade,PrimaryCaretaker
5910,26232,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,705X San Jose Ave,1.0,Sidewalk: Curb side : Cutout,DPW,1997-09-23 00:00:00,8,3X3,37.74380769,-122.4225672,1997,1990 - 1999,DPW
5911,86216,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,2619 24th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2015-06-18 15:11:00,3,3x3,37.7386431,-122.4808351,2015,2010 - 2019,DPW
5917,163010,DPW Maintained,Jacaranda mimosifolia :: Jacaranda,42 Bruce Ave,1.0,Sidewalk: Curb side : Cutout,Private,2021-05-04 00:00:00,3,Width 0ft,37.72217692,-122.4519213,2021,2020 - 2029,Private
5927,51891,DPW Maintained,Prunus cerasifera :: Cherry Plum,475 Tehama St,2.0,Sidewalk: Curb side : Cutout,Private,2005-07-18 00:00:00,4,,37.77979979,-122.4059526,2005,2000 - 2009,Private
5954,27240,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,261 Silver Ave,1.0,Sidewalk: Curb side : Cutout,Private,2005-02-23 00:00:00,3,3X3,37.72918852,-122.4319906,2005,2000 - 2009,Private
5956,115515,DPW Maintained,Acacia stenophylla :: Shoestring Acacia,200x Guerrero St,6.0,Median : Cutout,DPW,2016-02-09 11:34:00,3,,37.76779574,-122.4245519,2016,2010 - 2019,DPW
5957,98063,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,5235 Diamond Heights Blvd,3.0,Sidewalk: Curb side : Cutout,DPW,2014-03-15 00:00:00,3,3x3,37.74454336,-122.4389401,2014,2010 - 2019,DPW
5960,90490,DPW Maintained,Olea europaea :: Olive Tree,163 25th Ave,2.0,Sidewalk: Curb side : Cutout,DPW,2016-02-17 07:37:00,3,3x3,37.78639648,-122.4852912,2016,2010 - 2019,DPW
5972,199715,DPW Maintained,Laurus x 'Saratoga' :: Hybrid Laurel,1303 Underwood Ave,2.0,Sidewalk: Curb side : Cutout,Private,2021-12-18 00:00:00,3,Width 0ft,37.72685214,-122.3868438,2021,2020 - 2029,Private
5977,251164,DPW Maintained,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,1215 Fairfax Ave,10.0,Sidewalk: Curb side : Cutout,Private,2017-04-10 13:46:00,3,3x3,37.73824763,-122.3820862,2017,2010 - 2019,Private
5982,44512,Permitted Site,Prunus x yedoensis :: Yoshino Cherry,131 Fairmount St,1.0,Sidewalk: Curb side : Cutout,Private,2001-03-26 00:00:00,10,4x4,37.73884935,-122.426321,2001,2000 - 2009,Private
5983,15738,DPW Maintained,Washingtonia robusta :: Mexican Fan Palm,4516 Mission St,1.0,Sidewalk: Curb side : Cutout,Private,1997-12-18 00:00:00,12,3X3,37.72555467,-122.4342628,1997,1990 - 1999,Private
5987,43328,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,343 London St,1.0,Sidewalk: Curb side : Cutout,Private,2000-07-13 00:00:00,12,,37.7236076,-122.4344832,2000,2000 - 2009,Private
5989,26354,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2720 San Jose Ave,1.0,Sidewalk: Curb side : Cutout,DPW,1997-06-26 00:00:00,7,3x3,37.71366992,-122.4528022,1997,1990 - 1999,DPW
5990,4983,DPW Maintained,Pinus radiata :: Monterey Pine,5300 Diamond Heights Blvd,2.0,Sidewalk: Curb side : Cutout,DPW,2017-07-10 00:00:00,3,3X3,37.74335512,-122.4375467,2017,2010 - 2019,DPW
5991,9608,DPW Maintained,Maytenus boaria :: Mayten,1386 Golden Gate Ave,2.0,Sidewalk: Curb side : Cutout,DPW,1994-11-11 00:00:00,6,3X3,37.77953035,-122.4333162,1994,1990 - 1999,DPW
5994,90664,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,3600X Cabrillo St,2.0,Sidewalk: Curb side : Cutout,DPW,2008-04-07 00:00:00,3,3x3,37.77390998,-122.4975458,2008,2000 - 2009,DPW
5997,26453,DPW Maintained,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,401X Keith St,1.0,Sidewalk: Curb side : Cutout,DPW,1998-06-04 00:00:00,3,3X3,37.73823537,-122.381325,1998,1990 - 1999,DPW
6007,41045,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3035 Pacific Ave,1.0,Sidewalk: Curb side : Cutout,Private,1999-10-22 00:00:00,9,,37.79194788,-122.4452384,1999,1990 - 1999,Private
6012,36716,Permitted Site,Magnolia grandiflora :: Southern Magnolia,217 Lexington St,1.0,Sidewalk: Curb side : Cutout,Private,2015-02-18 00:00:00,3,,37.75985885,-122.4205418,2015,2010 - 2019,Private
6015,29694,DPW Maintained,Lophostemon confertus :: Brisbane Box,199X Hahn St,2.0,Sidewalk: Curb side : Cutout,DPW,2006-03-17 00:00:00,3,3X3,37.71193929,-122.4158975,2006,2000 - 2009,DPW
6016,5735,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,1731 Dolores St,1.0,Sidewalk: Curb side : Cutout,DPW,2008-04-28 00:00:00,50,3x3,37.74183569,-122.4240501,2008,2000 - 2009,DPW
6017,159341,DPW Maintained,Pyrus kawakamii :: Evergreen Pear,40 Whipple Ave,1.0,Sidewalk: Curb side : Cutout,Private,2017-10-05 13:44:00,3,Width 0ft,37.71105587,-122.447992,2017,2010 - 2019,Private
6019,61608,DPW Maintained,Pittosporum undulatum :: Victorian Box,46 Tamalpais Ter,1.0,Sidewalk: Curb side : Cutout,Private,1984-09-07 00:00:00,10,,37.77771368,-122.4486759,1984,1980 - 1989,Private
6037,254175,DPW Maintained,Laurus nobilis :: Sweet Bay: Grecian Laurel,1089 Chestnut St,5.0,Sidewalk: Curb side : Cutout,Private,2018-01-17 00:00:00,3,3x3,37.80267,-122.4212566,2018,2010 - 2019,Private
6038,265337,Permitted Site,Acer rubrum :: Red Maple,1401 Bryant St,3.0,Sidewalk: Curb side : Cutout,Private,2021-02-22 00:00:00,3,6x6,37.76852429,-122.4106716,2021,2020 - 2029,Private
6039,112530,DPW Maintained,Rhamnus alaternus :: Italian Buckthorn,435 Broadway,1.0,Sidewalk: Curb side : Cutout,DPW,2016-03-24 07:26:00,3,3x3,37.79804343,-122.4045839,2016,2010 - 2019,DPW
6044,42898,DPW Maintained,Acacia baileyana :: Bailey's Acacia,2060 Wawona St,1.0,Sidewalk: Curb side : Cutout,Private,2002-06-13 00:00:00,7,,37.7373732,-122.4891079,2002,2000 - 2009,Private
6048,84781,DPW Maintained,Pittosporum undulatum :: Victorian Box,227 16th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2007-04-09 00:00:00,10,3x3,37.78377464,-122.475412,2007,2000 - 2009,Private
6049,28393,Permitted Site,Tristaniopsis laurina :: Swamp Myrtle,1800 Ocean Ave,1.0,Sidewalk: Curb side : Cutout,Private,2003-04-01 00:00:00,3,3X3,37.72501894,-122.4611798,2003,2000 - 2009,Private
6061,68254,DPW Maintained,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',3835 Scott St,1.0,Sidewalk: Curb side : Cutout,Private,1993-08-09 00:00:00,10,,37.80536839,-122.4423038,1993,1990 - 1999,Private
6067,1762,DPW Maintained,Eucalyptus nicholii :: Nichol's Willow-Leafed Peppermint,2000X Bay Shore Blvd,3.0,Sidewalk: Curb side : Cutout,DPW,1991-12-27 00:00:00,12,3x3,37.71533476,-122.3991244,1991,1990 - 1999,DPW
6075,43384,DPW Maintained,Eucalyptus polyanthemos :: Silver Dollar Eucalyptus,127 06th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2000-07-24 00:00:00,16,,37.78612126,-122.4647385,2000,2000 - 2009,Private
6076,59887,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,21 Atalaya Ter,1.0,Sidewalk: Curb side : Cutout,Private,1981-11-07 00:00:00,23,,37.77625534,-122.4476123,1981,1980 - 1989,Private
6078,18384,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,808 Potrero Ave,1.0,Sidewalk: Curb side : Cutout,Private,1998-01-06 00:00:00,12,3x3,37.75902694,-122.4070543,1998,1990 - 1999,Private
6079,35583,DPW Maintained,Prunus blireiana :: Flowering Plum,3600 Fillmore St,2.0,Sidewalk: Curb side : Cutout,Private,1998-03-25 00:00:00,7,,37.80292403,-122.4365988,1998,1990 - 1999,Private
6082,244299,DPW Maintained,Shrub :: Shrub,350 Octavia St,2.0,Sidewalk: Curb side : Cutout,DPW,2017-04-20 11:32:00,3,Width 0ft,37.77541814,-122.4240981,2017,2010 - 2019,DPW
6083,22905,DPW Maintained,Lophostemon confertus :: Brisbane Box,245 Valencia St,4.0,Sidewalk: Curb side : Cutout,Private,1997-05-08 00:00:00,16,,37.7689814,-122.4221654,1997,1990 - 1999,Private
6089,145137,DPW Maintained,Podocarpus gracilor :: Fern Pine,320 10th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2021-02-04 00:00:00,3,Width 4ft,37.78234982,-122.4685995,2021,2020 - 2029,Private
6094,118928,DPW Maintained,Myoporum laetum :: Myoporum,875 La Playa,4.0,Sidewalk: Curb side : Cutout,Private,2018-03-29 00:00:00,3,Width 4ft,37.7716633,-122.5100073,2018,2010 - 2019,Private
6097,213791,DPW Maintained,Pyrus kawakamii :: Evergreen Pear,209 Granada Ave,1.0,Sidewalk: Curb side : Cutout,Private,2020-04-13 00:00:00,3,Width 3ft,37.72218082,-122.4572427,2020,2020 - 2029,Private
6111,9359,DPW Maintained,Pittosporum undulatum :: Victorian Box,248 Gold Mine Dr,1.0,Sidewalk: Curb side : Cutout,Private,2006-03-11 00:00:00,3,2X2,37.74167211,-122.4390417,2006,2000 - 2009,Private
6114,86505,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1374 27th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2012-06-05 00:00:00,3,3x3,37.7618064,-122.4855301,2012,2010 - 2019,DPW
6117,117446,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1442 Sacramento St,1.0,Sidewalk: Curb side : Cutout,Private,2016-06-14 00:00:00,3,,37.79206834,-122.4168013,2016,2010 - 2019,Private
6120,117599,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,329x IVY ST,8.0,Sidewalk: Curb side : Cutout,Private,2016-06-29 00:00:00,3,3x6,37.77683621,-122.4237729,2016,2010 - 2019,Private
6123,6447,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,1199 Evans Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2015-11-20 07:28:00,3,3X3,37.73859523,-122.3809042,2015,2010 - 2019,DPW
6124,61172,DPW Maintained,Callistemon viminalis :: Weeping Bottlebrush,346 21st Ave,1.0,Sidewalk: Curb side : Cutout,Private,1989-07-24 00:00:00,11,,37.78134815,-122.4804492,1989,1980 - 1989,Private
6131,65517,DPW Maintained,Pyrus kawakamii :: Evergreen Pear,2028 Filbert St,1.0,Sidewalk: Curb side : Cutout,Private,1990-02-09 00:00:00,9,,37.79844254,-122.4329233,1990,1990 - 1999,Private
6132,46647,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,118 17th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2013-07-24 00:00:00,1,,37.78576351,-122.4764687,2013,2010 - 2019,Private
6140,129941,DPW Maintained,Lophostemon confertus :: Brisbane Box,2300 Gough St,1.0,Sidewalk: Curb side : Cutout,Private,2011-06-09 00:00:00,5,Width 4ft,37.79457337,-122.4264644,2011,2010 - 2019,Private
6143,30698,DPW Maintained,Podocarpus macrophyllus :: Yew Pine,240 Lily St,2.0,Sidewalk: Curb side : Cutout,Private,1995-01-31 00:00:00,6,,37.77427448,-122.4249618,1995,1990 - 1999,Private
6152,108777,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,500X Lathrop Ave,16.0,Sidewalk: Curb side : Cutout,Private,2015-01-06 00:00:00,3,,37.71019172,-122.3976987,2015,2010 - 2019,Private
6155,96728,DPW Maintained,Magnolia champaca :: Champa,1512 Jerrold Ave,1.0,Sidewalk: Curb side : Cutout,Private,2011-06-30 00:00:00,3,3x3,37.73802724,-122.3878772,2011,2010 - 2019,Private
6156,33266,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1000 California St,7.0,Sidewalk: Curb side : Cutout,Private,1996-11-13 00:00:00,16,,37.79180707,-122.4117877,1996,1990 - 1999,Private
6161,89432,DPW Maintained,Laurus x 'Saratoga' :: Hybrid Laurel,2732 Anza St,1.0,Sidewalk: Curb side : Cutout,DPW,2008-02-29 00:00:00,3,3x3,37.77854379,-122.4774631,2008,2000 - 2009,DPW
6162,115434,DPW Maintained,Magnolia doltsopa :: Himalayan Magnolia,563 Lisbon St,1.0,Sidewalk: Curb side : Cutout,Private,2016-02-01 00:00:00,3,,37.71943661,-122.4354473,2016,2010 - 2019,Private
6163,46401,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2310 48th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2002-05-21 00:00:00,0,,37.74331284,-122.5067905,2002,2000 - 2009,Private
6164,5105,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,2638 Diamond St,1.0,Sidewalk: Curb side : Cutout,DPW,2002-06-10 00:00:00,3,3X3,37.73671499,-122.4346055,2002,2000 - 2009,DPW
6166,87920,DPW Maintained,Pyrus calleryana :: Ornamental Pear,1395 Lyon St,1.0,Sidewalk: Curb side : Cutout,Private,2008-06-18 00:00:00,5,3x3,37.78353488,-122.4446973,2008,2000 - 2009,Private
6171,144284,DPW Maintained,Agonis flexuosa :: Peppermint Willow,770 45th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2020-01-16 00:00:00,3,Width 3ft,37.77398775,-122.5057109,2020,2020 - 2029,Private
6173,853,DPW Maintained,Acer rubrum :: Red Maple,370 Alemany Blvd,1.0,Sidewalk: Curb side : Cutout,DPW,2006-03-06 00:00:00,3,3X3,37.73352105,-122.4134644,2006,2000 - 2009,DPW
6176,4894,DPW Maintained,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,745X Mansell St,2.0,Sidewalk: Curb side : Cutout,DPW,2007-03-29 00:00:00,3,3X3,37.71945584,-122.4083036,2007,2000 - 2009,DPW
6186,43031,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,2121 26th St,2.0,Sidewalk: Curb side : Cutout,Private,2000-07-06 00:00:00,5,,37.75062278,-122.400644,2000,2000 - 2009,Private
6188,147652,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,375 16th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2021-05-22 00:00:00,3,Width 4ft,37.78081672,-122.4751953,2021,2020 - 2029,Private
6190,15185,DPW Maintained,Lophostemon confertus :: Brisbane Box,1060 Mission St,2.0,Sidewalk: Curb side : Cutout,DPW,1995-03-24 00:00:00,12,3X3,37.77995486,-122.4101182,1995,1990 - 1999,DPW
6204,49992,DPW Maintained,Pyrus kawakamii :: Evergreen Pear,300 Linden St,4.0,Sidewalk: Curb side : Cutout,Private,2003-07-23 00:00:00,6,,37.77640966,-122.4231886,2003,2000 - 2009,Private
6205,46356,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1032 Broadway,5.0,Sidewalk: Curb side : Cutout,Private,2002-05-16 00:00:00,9,,37.7969892,-122.4143415,2002,2000 - 2009,Private
6211,66463,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,51 Wood St,1.0,Sidewalk: Curb side : Cutout,Private,1991-01-09 00:00:00,10,,37.7830783,-122.4492912,1991,1990 - 1999,Private
6214,57816,DPW Maintained,Cupaniopsis anacardioides :: Carrotwood,953 De Haro St,1.0,Sidewalk: Curb side : Cutout,Private,2005-07-22 00:00:00,3,,37.75827051,-122.4008736,2005,2000 - 2009,Private
6216,32449,DPW Maintained,Crataegus phaenopyrum :: Washington Hawthorn,4351 17th St,1.0,Sidewalk: Curb side : Cutout,Private,1996-10-10 00:00:00,4,,37.7620235,-122.4416693,1996,1990 - 1999,Private
6217,14736,Permitted Site,Maytenus boaria :: Mayten,895 McAllister St,1.0,Sidewalk: Curb side : Cutout,Private,1992-05-21 00:00:00,4,4x4,37.77913288,-122.4263116,1992,1990 - 1999,Private
6222,62127,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,690 Cayuga Ave,1.0,Sidewalk: Curb side : Cutout,Private,1985-08-29 00:00:00,7,,37.72749451,-122.436696,1985,1980 - 1989,Private
6231,66232,Permitted Site,Eriobotrya deflexa :: Bronze Loquat,218 Lakeview Ave,1.0,Sidewalk: Curb side : Cutout,Private,1990-10-24 00:00:00,12,,37.71711747,-122.4519963,1990,1990 - 1999,Private
6233,32511,DPW Maintained,Crataegus phaenopyrum :: Washington Hawthorn,730 Moultrie St,1.0,Sidewalk: Curb side : Cutout,Private,1996-10-15 00:00:00,6,2x3,37.73559766,-122.4161547,1996,1990 - 1999,Private
6238,145174,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,180 07th Ave,3.0,Sidewalk: Curb side : Cutout,Private,2021-03-09 00:00:00,3,Width 3ft,37.78526773,-122.4655802,2021,2020 - 2029,Private
6239,144820,DPW Maintained,Olea europaea 'Wilsonii' :: Wilson Olive Semi-fruitless,790 20th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2019-11-18 00:00:00,0,Width 6ft,37.77307695,-122.4787841,2019,2010 - 2019,DPW
6241,87433,DPW Maintained,Acer rubrum :: Red Maple,598X Alemany Blvd,2.0,Sidewalk: Curb side : Cutout,DPW,2008-04-22 00:00:00,3,3x3,37.73217056,-122.4212622,2008,2000 - 2009,DPW
6244,31309,DPW Maintained,Melaleuca nesophila :: Pink Melaleuca,577 Birch St,2.0,Sidewalk: Curb side : Cutout,Private,1995-04-12 00:00:00,0,,37.77784241,-122.4261372,1995,1990 - 1999,Private
6248,11664,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,700X Junipero Serra Blvd,1.0,Sidewalk: Curb side : Cutout,DPW,2008-01-18 00:00:00,3,2x2,37.72672368,-122.4722325,2008,2000 - 2009,DPW
6251,409,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,3838 19th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2008-02-24 00:00:00,3,2X3,37.71897148,-122.4740214,2008,2000 - 2009,Private
6252,46315,Permitted Site,Tristaniopsis laurina :: Swamp Myrtle,763 Andover St,1.0,Sidewalk: Curb side : Cutout,Private,2002-02-06 00:00:00,3,,37.73357816,-122.4168538,2002,2000 - 2009,Private
6253,50924,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,360 04th St,6.0,Sidewalk: Curb side : Cutout,Private,2005-09-08 00:00:00,14,,37.78120862,-122.4002974,2005,2000 - 2009,Private
6255,68698,DPW Maintained,Olea europaea :: Olive Tree,160 Funston Ave,1.0,Sidewalk: Curb side : Cutout,Private,1993-11-02 00:00:00,3,,37.78524072,-122.4720204,1993,1990 - 1999,Private
6262,7336,DPW Maintained,Pyrus calleryana :: Ornamental Pear,2100 Fillmore St,1.0,Sidewalk: Curb side : Cutout,DPW,2016-03-22 00:00:00,3,3X3,37.78908285,-122.4337918,2016,2010 - 2019,DPW
6264,2159,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,700X Mansell St,1.0,Sidewalk: Curb side : Cutout,DPW,1992-06-10 00:00:00,6,3x100,37.71983553,-122.4082327,1992,1990 - 1999,DPW
6270,89596,DPW Maintained,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',4433 Anza St,1.0,Sidewalk: Curb side : Cutout,DPW,2008-03-27 00:00:00,3,3x3,37.77757813,-122.495895,2008,2000 - 2009,DPW
6290,108005,DPW Maintained,Jacaranda mimosifolia :: Jacaranda,520 Hayes St,3.0,Sidewalk: Curb side : Cutout,Private,2020-11-01 00:00:00,3,3x3,37.77667734,-122.4251662,2020,2020 - 2029,Private
6294,90231,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2738 Balboa St,1.0,Sidewalk: Curb side : Cutout,DPW,2008-04-21 00:00:00,3,3x3,37.77620118,-122.4884542,2008,2000 - 2009,DPW
6300,47465,DPW Maintained,Lophostemon confertus :: Brisbane Box,1903 Broderick St,1.0,Sidewalk: Curb side : Cutout,Private,2002-05-14 00:00:00,11,,37.78821889,-122.4422553,2002,2000 - 2009,Private
6303,101850,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1001X Rhode Island St,4.0,Sidewalk: Property side : Cutout,Private,2015-12-31 00:00:00,2,3x3,37.75694406,-122.4017048,2015,2010 - 2019,Private
6304,25778,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1707 Geneva Ave,1.0,Sidewalk: Curb side : Cutout,DPW,1997-04-18 00:00:00,18,2X3,37.71118613,-122.4264865,1997,1990 - 1999,DPW
6305,54817,DPW Maintained,Pyrus kawakamii :: Evergreen Pear,1414 Underwood Ave,1.0,Sidewalk: Curb side : Cutout,Private,2007-12-06 00:00:00,5,3x3,37.72794281,-122.3884055,2007,2000 - 2009,Private
6306,195298,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,201 Market St,5.0,Sidewalk: Curb side : Cutout,DPW,2005-10-28 00:00:00,3,Width 4ft,37.79255303,-122.3970495,2005,2000 - 2009,DPW
6311,59099,DPW Maintained,Fraxinus spp :: Ash Spp,488 08th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1980-04-23 00:00:00,13,,37.77929826,-122.4662283,1980,1980 - 1989,Private
6315,97054,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,214 Gaven St,1.0,Sidewalk: Curb side : Cutout,Private,2011-08-17 00:00:00,5,3x3,37.73303548,-122.4099487,2011,2010 - 2019,Private
6318,56857,DPW Maintained,Maytenus boaria :: Mayten,2600 Noriega St,1.0,Sidewalk: Curb side : Cutout,Private,1986-02-04 00:00:00,6,,37.75368113,-122.491644,1986,1980 - 1989,Private
6319,255711,Permitted Site,Magnolia grandiflora 'Russet' :: Russet Magnolia,280 32nd Ave,1.0,Sidewalk: Curb side : Cutout,Private,2018-06-29 00:00:00,3,3x3,37.78391,-122.4924676,2018,2010 - 2019,Private
6322,25503,DPW Maintained,Phoenix canariensis :: Canary Island Date Palm,1900X Market St,3.0,Median : Cutout,DPW,1993-04-01 00:00:00,36,8,37.77024805,-122.4254818,1993,1990 - 1999,DPW
6323,229982,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,560 Chenery St,1.0,Sidewalk: Curb side : Cutout,Private,1980-11-24 00:00:00,12,Width 2ft,37.73485373,-122.4314327,1980,1980 - 1989,Private
6324,144166,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,656 41st Ave,1.0,Sidewalk: Curb side : Cutout,Private,2020-01-25 11:23:00,0,Width 4ft,37.77636181,-122.5015842,2020,2020 - 2029,Private
6326,91810,DPW Maintained,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,2701x Harrison St,1.0,Sidewalk: Curb side : Cutout,DPW,2007-03-07 00:00:00,3,3x3,37.75418627,-122.4119738,2007,2000 - 2009,DPW
6328,162247,DPW Maintained,Lophostemon confertus :: Brisbane Box,51 Olmstead St,1.0,Sidewalk: Curb side : Cutout,Private,2020-10-23 00:00:00,3,Width 0ft,37.72259981,-122.4022847,2020,2020 - 2029,Private
6333,29732,Permitted Site,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',600X Green St,2.0,Sidewalk: Curb side : Cutout,Private,2006-08-19 00:00:00,3,3x3,37.79952497,-122.4090707,2006,2000 - 2009,Private
6334,43904,Permitted Site,Prunus serrulata :: Ornamental Cherry,1050 York St,3.0,Sidewalk: Curb side : Cutout,SFUSD,2002-04-26 00:00:00,6,3x3,37.75523289,-122.4085092,2002,2000 - 2009,Others
6338,86576,DPW Maintained,Prunus serrulata :: Ornamental Cherry,2501 27th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2007-01-05 00:00:00,3,3x3,37.74063688,-122.484198,2007,2000 - 2009,DPW
6343,24172,DPW Maintained,Melaleuca quinquenervia :: Cajeput,101X Whitney Young Cir,5.0,Sidewalk: Curb side : Cutout,DPW,2000-04-26 00:00:00,12,3x3,37.7345714,-122.3849101,2000,2000 - 2009,DPW
6344,69003,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,2063 44th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1994-01-05 00:00:00,5,,37.74816714,-122.5029986,1994,1990 - 1999,Private
6348,48432,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1190 Sacramento St,3.0,Sidewalk: Curb side : Cutout,Private,2002-07-26 00:00:00,11,,37.79262161,-122.412476,2002,2000 - 2009,Private
6357,86248,DPW Maintained,Prunus serrulata :: Ornamental Cherry,2286 25th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2006-12-15 00:00:00,3,3x3,37.74492066,-122.4821984,2006,2000 - 2009,DPW
